dp_id	english	marathi	devhali_bhili	src_datapoint_id
0190b0ec3dbe46d8a467f8ee10182ca9	milk stage	दूध अवस्था	दुदा अवस्था	f7d913e1c4ca48da8cbbb77cf15e8090
c0175a6e140a4336b1b9a33d4ce16d72	milking machine	दुध काढणी यंत्र	दूद काडुलो मशीन	c79304c5448b4e8cbedef6d4e78069f2
04b0f57d242c49af81ce0bb4240b3507	mixed farming	मिश्र शेती	मिश्र खेती	22227f86f11448b0bef6c79e67855d59
30553162842e4d24965550bb0854168b	pest scouting	कीड सर्वेक्षण	किडहा शोध	0088e09bd5a0454d970d361fb74f9137
39cad4c672f64a209e71ac5dc2c3df4e	pest trap	कीटक सापळा	किडहां सापळा	5ec221e03df74ca38c0e6155631d9634
fa119dea3b9b4397affdb0c149fd5db0	photoperiod	प्रकाश कालावधी	प्रकाशकाल	b321d9add51d4667b56eed818c209760
17d9c551c61848fa965d1af8100a66f9	phosphorus fertilizer	फॉस्फरस खत	स्फुरद खत	3bf26943b5b142199fe786ab0b0a4fb0
e16cce7e3b16439f8359880015fdf290	nitrogen fertilizer	नायट्रोजन खत	नत्र खत	c07805277a6e4dcdbe83e81124530804
7004ad8eeb90445c8b1baf8fdb8f65d7	neem cake	कडुलिंबाचा पेंढ	निंबोळी केक	73f3ad6c8126471b9ee0c4156ec7c83c
4ae2b82500914913b942724557219760	phosphorus solubilizing bacteria	स्फुरद विरघळविणारे जिवाणू	स्फुरद विद्राव्य केनारा जिवाणू	4bb67b8dc0764cebb02f7255ac050dce
d66a85ca71bb4a508bc0c1870ed992bb	milling	दळणे	मिलिंग	3b83865440e341679eaa9678a712c84f
305acd8a2c4c4048873709219ddec1ae	phosphorus leaching	स्फुरद वाहून जाणे	स्फुरद निस्सरणी	489dc0aaaabb4ddc8ac08207cf4f5183
8ccdf7a00945463a8cdde5e010fd33d5	nursery raising	रोपवाटिका तयार करणे	रोपवाटीका तयार केनू	1b984f0801084c12bd1006992e7c5076
2904a21691ac49edb5ae5fe5389b6f87	noni	नोनी	आलाडों	9754c2ad985f48b5a028b14b29d864a1
94514f1300f14ec1a3947168f9c80eb7	nutmeg	जायफळ	जायफळ	a0b5b055011242dda16c23b2189c2c27
d813b2c18e804a039d99b503edf14c51	non-perishables	टिकाऊ वस्तू	नॉन पेरिशेबल्स	923c2ca858b246a381f8e6ca7baa1614
780ae9ec2ec64f63a9e467c0a2943d86	natural farming	नैसर्गिक शेती	नैसर्गिक खेती	5a7ecb18f9a144ea949b65fbd50e2562
c51b7d9b7e444b9e84a675c40b2c1c7c	no-till seeder	बिन नांगरणीचे बी पेरणी यंत्र	बिना खेडूलो ओय	1e147478308e47d39d72ee68e1f9b4d4
9a731d7b7a3c4fcc87a09128936d7e27	nodulating bacteria	मातीतील जीवाणूंचा एक गट ज्यामुळे मुळांमध्ये गाठी तयार होतात	गाठी बनवणारा जिवाणू	245d28c1cd7f4cc38e4d081bd9c25f90
6066361f1b844681bee583468a05812a	nutrient leaching	पोषणतत्व वाहून जाणे	खूब पोषक तत्त्वे	3869b60e23614d3f89c616a443fab4c7
137a8a5ae4a84698bc584953194e8ed4	nigella	काळे जिरे	नायजेला	9db59fd087d74ef18a7b7a7d54c99862
855f7ba65cf542808113d541f015ea36	neem oil	कडुलिंबाचे तेल	निंबोळी तेल	0c94e9e3afa34a518d5fe668911f2b96
0199aa336c1d446e9ae0af2b432fd1de	nitrogen	नत्र	नत्र	f00ac353edd242f2a0a54db61b21588e
1240923ccaef4d04b4a9e69f99a0c0f1	plant breeding	वनस्पती प्रजनन	वनस्पती पैदास	6a1612a2c9544fc8bdf2a86cd0d31454
0d961506a0ef4e3288c2e1026b5f4804	monsoon	पावसाळा	वोहरात	72659e0e25f940649f420330e12049de
64067e2151b145cdb6431e732e9a6223	nabard	राष्ट्रीय कृषी आणि ग्रामीण विकास बँक	नाबार्ड	47b4dde869ce42a689906754150a826f
97a5ef479f8b4d6abc35b81ab7bf14ec	monoculture	एकपीक पद्धती	एकूच पीक	cddb7ba7eba74466b1f571ab8771fde1
2a2fe365c51441ee9c1e09df62d6a84c	pig farming	वराह पालन	डुकरा पालन	7fd6cc5851db44ed96d1e5db903c532a
62a859069cab49d9be5743939c49ba19	pineapple	अननस	अननस	cd8dd316601c466682012a45eace20ea
54afbc7bb4d54a3f9e01b7877d0e3df2	mono cropping	एकल पीक लागवड पद्धती	मोनो पिक	2b7459ff51914a65a08e18ce4a6004af
c4e8701f99224aada0e5a9238d8f0cac	muskmelon leaf spot	खरबुज पानावरील ठिपके	खरबूज पानावरनी टिपके	2d390478d3c1494f94aad71c1bdbec28
0b753d2afe9b4d3bb079c1e4fdd14bc2	mustard seed	मोहरी बियाणे	मोहरी बियारो	3c480ded0a5e4dd2a4cf90f6a331fc11
2aa7ec1383d444a59205c690d533c657	mungbean	मुग	मूग	6b7def695cb14555ad75f6683292f7a3
abf3196e8d1f420ab20f0971b90e2ef0	pigeon pea	तूर	तुव्या	7b06021a39be46d0b8d4f879a934438b
5b77924e020443e586b89bc65bba0fe7	muskmelon	खरबूज	खरबूज	d86f6deb1cef4bb393b3b24512f1fe4d
e4c8972fb9f2485a8c8f3fc83cd42d3f	msp policy	किमान आधारभूत किंमत धोरण	एम.एस.पी. धोरण	374deac8ee1e47d89dfba706d4745fab
ec34ce08e09b4c438014922870255408	moth bean	मटकी	मोठ	340b18b461e54a2c9220bba97057a7da
2b65667f796b43e282be76c07e6daa70	moringa	शेवगा	हेगवो	38c7df4154a247389b3fa0e571418c9c
7c0c19faedf643cab777eb0b4a51ed90	mulberry	तुती	तुती	7a254bb0e18b400993ed26dca79b80c8
9c0645bc7ebb4fa7b966abeae34317f2	mound layering	दाब कलम	टेकाडों	f0304771bca141958d0a64d89df86b3b
2d772dc4b4c945b29046bb1237204d0c	mosami	मोसंबी	मोसंम्बी	4d79698ffb714a91aaf87b1e369cd4a9
4936e95ca9d84dcfa06aecd9ee364c29	pink bollworm	गुलाबी बोंड अळी	गुलाबी बोंड अळी	4a2344a43f844c77bb382751d5bcaacb
bb0b7ebe7470435ba55703442231268c	monocropping	एकल पीक पद्धती	एक पीक लेवणू	8df1c59c496e4323a0ec83d6568aa61c
4c9e49cb81124a498046701d1752900a	mulberry plantation	तुती लागवड	तुती लागवड	b2368548af174071836ff8c4e0c05d5f
36926013f2de490ea6440d5efb3e3c48	mycotoxin	बुरशीजन्य विष	मायकोटॉक्सिन	c173767a42564656a7ddae30bdcbc3a3
d33fad0c499a4a78bd1f388e9c69275b	pit planting	खड्डे करून लागवड	खाडो लागवड	73a8fe6c06b2484b98543ee96e027e0d
313613c022b34952981f94d1d2b684cb	mop (muriate of potash)	एमओपी (म्युरिएट ऑफ पोटॅश)	म्युरेट ऑफ पोटॅश	09b455fb14554cd3be81bf27292af74f
7e39a904a02d4e9d8ac9c6fcbe773e5c	land ownership	जमीन मालकी	जमिनी मालकी	7f27e51352cf4dd999d48ebe9b666103
cd0ebc033ca44f5888f8dddc43978c6f	leaf curl	चुरडामुरउा	पाने वाकडी जाहे	fb48069abed2472889940e9435757426
e04795ced4904c3ba780cb2ac22bcbb8	leaf miner	पाने खान करणारी अळी	पानामेंने ओली /नाग अळी	1b7a28ceab35451c8f3af64253a722d4
4387ab16fac443fc82f4ea8c4c49c967	land fragmentation	जमिनीचे विभाजन	जमिनी विभाजन	1166bb0ef61f4381b153bf4997ace35d
74833bf2f1e34e8b8b31294360346ac4	leaf chlorosis	पाने पिवळी पडणे	पानांहां पिवलो पिवलो वेनूं	1f1336a2832f4412a9af34a83d221d9f
43bcb4d3167547758d98ae4b37de820a	land leveling	जमीन समतलीकरण	जमिनी सपाटीकरण	90020a154f4943da9aad34699b8ac19b
496ab93603cc44d28b61c2da7a4d145c	layer	अंडी देणारी कोंबडी	थर	d330f477597e4a52906134d4597dff2f
b9495f734df74960938b6299a91419ff	leaf eating caterpillar	पाने खाणारी अळी	पाने खाणारी ओली	3bb6fd863f8a4fbea69c8d58a8ab4919
9539134051cd48f08f803e62ad0489fc	leafhopper	तुडतुडा	पानापेने टिडो	a64f87a53f8f43f2b34dc98c73869702
1fbbdedd64d948398c504537f6387f18	leaf curl virus	चुरडा मुरडा	चुरडा मुरडा /बोकड्यो	c484742fe41f4a3bb605ce43cecfd169
386ca34619ad4e369729561e6c7851d1	leaf spot disease	पानांवरील ठिपक्यांचा रोग	पानावेने टिपके रोग	265c0a537d9c4ecbbe4b03fe776fe819
0c2b5d9b079c4e22a5fe7ba0395be132	leaf rolling	पान गुंडाळणे	पाने गुंडाळनु	09e9dae80383462d9049e4458dbb827d
e83cbfdb7b8e4a8cab6ab68a53831694	leaf curl	पाने मुरडणे	पाने वाकडी जाहे	321ed017ae8847c29ee7ca3703c188ef
26e4145a8c6a4488a817fa5a5e690323	leaf miners	नाग अळी	पानामेने किडे	c4ff8798305541d99e9b17e8f029ba23
0a78e845b91f49c99d5578fc875f0536	landless labourer	भूमिहीन मजूर	जमीन विहीन मजूर	0e4fb0dbc1ab469c89b49764b59f6cbd
fcd4aff3797a49d1a850045b41653fad	lemon grass	गवती चहा	लेमन ग्रास	14f7f88b0a6242fe80ad55546ba326f3
ba0ad1ad984e4731b6330b60cb75c23b	pack house	पॅक हाउस	पॅक हाऊस	b0fd6709c4bc4f80b9b574a6bcb8d2d4
51072143155d4b9aa9f3323509fb2448	leaf spot	पानावरील ठिपके	पानावेने टिपके	09c70d437c6e4081b09efe1cd9c75675
d0fd342d805a464a9c8fed89d1abe414	ladyfinger	भेंडी	पेंडे	0b1c07262b07464894e628b485ebdd34
a9d1440baf4c4dd18c5f0e7cff390e04	leaf sheath	पानाचा घेर	पानाहा आवरण	a9fb83b12ccc4636a834bbd0413ce905
f884f95166b84b78b8c2f8bd2a3770c5	land leasing	जमीन भाडेपट्टी	जमीन भाडेपट्टा	38fbc1aebebf4b86b838ccab974e50e7
d0a7daaefb67459aade961cf2bef1060	land grading	जमीन सपाटीकरण	जमिनी प्रतवारी	fda5427d7484452994a0ad43fb89c580
b611b02ede88476c8065863b32756605	layering	थर लावणे	थर	d491a852f6474ca580264d3464b18971
41261aa8902f4ff6b3c078ce3425b971	land levelling	जमीन समतल करणे	जमीन समपातळी केनू	0cdc200beda5433e8653275235c44f7a
bf39997290e14cb0b469da528c06fefb	leaf curl (chilli)	मिरचीचा पाने मुरडा रोग	पाने वाकडीत	295c7e7739424d288cb8195456fa3497
1c97734f34034d89a3004d69479d0b14	land holding	जमीन धारण	जमीन थोवनूं	52d508ceda804970aedd41d6bebb8f50
ef4d8d0f3e7e42408a13060795070631	leaf-eating beetles	पाने खाणारे भुंगेरे	पाने खाणारे भुंगेरे	05e5363a280646239d26ab5b9a3ed796
f19679a59c98419a84366658965afe0f	land record	जमीन अभिलेख	जमिनी नोंद	6436cf35bb77491ebf0f1aef6781f1cb
da24307bfbe24f3e96b2ef36dec0e5d9	land preparation cost	जमीन तयार करण्याचा खर्च	जमीन तयार केनू खर्च	cccc9f9b2f774780b352551aae1567cf
9d6f2617b40d44a9a15e5b11c1b8bb42	leaf hopper	पानांवरील तुडतुडे	पानाहावने तुडतुडे	d68bf8d88d874c83b2a015ca89c4d73a
16d3846b1c75450dbca5aee48133e9b1	land preparation	जमीन तयार करणे	जमीन तयार केनू	3c46912ffa8c45259d1aa6055cc1d3c9
27f768becb004c7d992c1b1b93c6b821	leaf hopper	लीफ हॉपर	पानाहावने तुडतुडे	f125740e749840c6ac53034f6ca178a2
bf632826c0794baf84418dbac79fc4de	leguminous crops	शेंगायुक्त पीक	हेंगीवर्गीय पिके	3cbe61a0da784afe9e90d7d7c5b48b9c
f0e5f20d597d48a8a8ae0b711b2532c0	leaf curl virus	पानांचा बोकडा रोग	चुरडा मुरडा /बोकड्यो	639fabbb03614b9b93ef3c1aa3bffc0d
e378dac6b49a4f129b5e95de5cd47225	leaf spot pathogen	लिफ स्पॉट रोगकारक	पानावेने टिपके रोगकारक	405818266467476cb646cee6b68617d4
30354819f28f44448a00bf65c220ac95	leaf folder	पान गुंडाळणारी अळी	पानांहां गुंडाळी	a905c8c1460c4739b54330da332cfea2
064587efab914edcb187a88ab1f65967	labour shortage	मजूर टंचाई	मोजऱ्याहा कमी	a79622cadf6441eeb67346a6a441b9ed
4dfc3c738a8c42749e9e738c5ccf5bf2	large cardamon	काळी इलाईची	मोडी वेलची	9eba90a7878e40e7bcc5c55e950ba9d5
6122f9c5d28d45bab4dabd46c33df06c	large farmer	मोठा शेतकरी	मोडा शेतकरी	a45ee8c2a27a4040a254c6079222580b
2f5b81c0b27649a6b6806ad6b33dbc4f	land use	जमिनीचा वापर	जमिनी वापर	5764738034544cbcbcf398b5304c1003
fa5d81286a6a4c0e916c77cb19f2724b	land reclamation	जमीन सुधारणा	जमीन सुधारणा	5c2c53a037c44e43a079c7ee85ecfd87
5dade62763b341199fb98fe9921714b1	leaf roller	पाने गुंडाळणारी अळी	पानाहांवेने गुंडाळनारी ओली	da3b50c694384c99b00671b4fe57e39c
91e4025913ee44e9a50f701304889737	leaf spot	पानांवरील ठिपके	पानावेने टिपके	bf0d9377cff0405ba0f66e5b579bced6
aaa6fb7bd18b493e815eeb6fa3419f5e	lakh	लाख	लाख	e64d130765bd4d5f8f730431971e591b
8287ea54e0d74bea9b3ac00f2818de80	leafy vegetable	पालेभाज्या	पाने भाजी	b71cb9da168d4bd19b640e1849d0f795
f1dabe3689fc4433a7855013d49f843a	land fragmentation	जमिनीचे तुकडे करणे	जमिनी विभाजन	8ab99dc164024e2eb3e1ee40c4777a75
eed9f5bb2a234712934fa0cb4e8a0a31	hybrid vigour	हायब्रीड जोम	हायब्रीड विगर	3dda0f4bd783443fb4d34e1f61ff2a91
0b4174bf3d6849c4a6a84be79a5e970e	indian banyan tree	वड	वोड	8067ca3da93e4367a3b1e83c20f6b6a6
29826d52907a4c979752db88c64c2e77	indian gooseberry	आवळा	आवला	28117b4849de41d598ea334ac9cba962
3ff5b72ba19f417cac98d2e5f81eb486	mildew	बुरशी	बुरशी	0b90abc30502466783cd8ddc03ad1656
ae63dcf7a4c74afda555b7c1e2943997	humidity	आर्द्रता	आर्द्रता	422b05079e074ad18c80ed45ffbbaaad
9d20f2abc9e449c2a87c091eec0d1127	husk	भुसा	सोत	e1c0ee7dc383465cb6bf134d89e6fb7b
6f42aa14a5c844ceb482edf078068ffc	indian basil	तुळस	भारताम तुळस	9aa319482ad14bb591d4af758399e7eb
dc7561787d2846ceb0bd6dae2078224c	hybrid variety	संकरित वाण	हायबीड जाती	f3a449ec6fac4769b510c2fc81c7a1d5
e0398c0e483046959a34fdb46a2fff4a	hybrid crops	संकरीत पिके	हायबीड पिक	724e15c879074a52aa07bdd5fd938c30
a4f401086bb8414abf45b1aca73076b0	hybrid seed	संकरित बियाणे	हायब्रीड बियारो	1000b1df64084d199ac01327e4c8c643
a36345ae7d894eeaa9fb21503d47fbd9	inter-row spacing	ओळीतील अंतर	ओल्यामेने अंतर	4738218c906e4f5487691ba6215de974
0f69d2cf43b64da88a7b29acf555110a	indian mustard	मोहरी	भारतीय राई	3daee928fed54c1896319f57f7a3b1b0
24c2a3b79fc44e6e91dbc35bf8002a12	intercropping	आंतरपीक	आंतरपीक	81d2a42979e14431907c22b2dfd9c861
1a2374872fcf4700a60e3874d21452af	indigo	नीळ	नील	f9fc0c678d6e4794b3dde11f1cdf9a98
64157568f011473c9f141da23a6c0fa1	indian spinach	पालक	भारतीय पालक	00f981895c444eb28ac0ea6fdb0e9373
544a730df5884151be6c73efdfdca28f	indian jujube	बोर	बोरू	c25495b82f2f45b4914fea806fcc4889
df15551909004b0c952b5637bb5e354e	insecticides	कीटकनाशके	किड़े मानू दावो	327679ba0f8a442581e1689f9f562bda
9199f149035647ec969795432223bc2c	insecticide application	कीटकनाशक फवारणी	किटकनाशक वापर	efa2fa99ec1e43fa956b3239227ce43e
c555833df2ea4d9490d9ae9819769dcb	insecticide	कीटकनाशक	किडे मानू दावो	ce28984be516408494b587f2b6f5bb68
8a73ce47b0704a099b62ee9dde8b2f94	infiltration	झिरपणे	घुसखोरी	540fa64c8b014f52a648d5a9daff176a
de9669375b44417e86208699996c07c5	indigenous variety	स्थानिक वाण	देशी जात	9db08adc6ae24f7bac4ca334de628093
b7a6a5c2d2934b24bfc3372133e022f2	intercultivation	आंतर मशागत	आंतरमशागत	26c777599c004fa2a9e491080342838b
0ec6ff8414d5454da3cc65bde631ead3	inflorescence abortion	फुलगळ	फुले पोडतेहे	da1d66fe790142999681369005ad3f1e
8cdc2e424cd048caa0d73c999362ccf6	inter-tillage operation	आंतर नांगरणी प्रक्रिया	आंतरमशागत	449f21de6740415ea55768a88a13aa39
8f34ba80b3f643c98a65457fd638c93b	indian gooseberry aphid	आवळा मावा	आवला मोदरी	751ae4775da84087a36f13ecf9dfd26d
30aebf37cddf4ff4940aa057f1d33896	insect	कीटक	किडे	a751465d17354c12812f4308969a94a0
8739d8e1b2634dae80515fee9bf4b675	kodo	कोद्रा	कोडो	2c0c3c6eafcd40c19b613d2742f8fd36
541d71ff7f8c4469ab69ad544c24eca2	kisan credit card	किसान क्रेडिट कार्ड	किसान क्रेडिट कार्ड	2652da64b88343ddb8578d163305752b
24f3eb5577444c388e1ca24277bd9870	jasmine	चमेली	चमेली	89109a4dbaf648c7ace8c4fe3c0657d3
e5e39f04be0c407f8ce1b3b82721dfc1	kharif crop	खरीप पीक	वोहराती पीक	2eeea830192640ea8553cd9d01e0d3b5
aac34df0ddd941ebbc4f09aba5a204c2	kharif cropping season	खरीप हंगाम	खरीप पीक हंगाम	7a9c1c01c2d94c26996ca54b1994dc34
cff0de2ec37242cf94484e26348a8993	jeevamrut	जीवामृत	जीवमृत	eb622e8ab4184cdb8c103d5942ebec79
b88d468ea1624b06877a5d723c341906	krishi vigyan kendra (kvk)	कृषी विज्ञान केंद्र (केव्हीके)	कृषि विज्ञान केंद्र	b1315522376e4364853c1a3512e80762
828b0db6107a478cbda2477480031d44	kernel	दाणे	गर	52dc8f10c6d04f83bc90351c272f3f29
9302c0b48df74097b355eef27bacedda	jute	ताग	होण	99254f64cde74b3e968e6bf01f38f029
a7862d42756e4124ac366843869f78da	ivy gourd	तोंडली	कोलो	c59cca61099242339f2f494bd1425c40
3c3588c0789641d8962772724d7e1f7a	kharif planning	खरीप नियोजन	खरीप नियोजन	50332f03ed014e4a804d36f02572053a
30721fcf59ae496b96606ca1b6c77fd5	knapsack sprayer	पाठीवरचा फवारा	पिशवी फवारणी यंत्र	2424b7447444413c83eabe98fea044eb
14cedff2d8834c86a94734e28179053d	jassid	तुडतुडे	जासीड	4b3e258551fa4ee38b65d78e9ea7dfd5
81f2226f968044a7851f059d3bb924c2	jassids	तुडतुड्या	जासिड	4348f88b2f9543a69d09f69a2eb456e6
9490b0db2ec14e259c13376af274c0fd	kodo millet	कोडो	कोदरा	0fe66cc59c2b4a1f9f00af8788e52a53
7085713c36c14478afeb823cbe02ccac	knapsack sprayer	पाठीवरील फवारणी यंत्र	पिशवी फवारणी यंत्र	75121e3b05f14b05b070a6463b1b27cc
df1dd3391b2e4c9fb2b0f63220116191	jowar	ज्वारी	जुवां	a5bb1449f8f64449963c11870cf4b262
7d5dd241afb74e9290af0df368bc54f0	jatropha	करंज	ओअंडो	7d401365584b46d69087d3be12d023d1
5c0c10cb796a4e4eab209ab63fef2ecf	irrigation water	सिंचन पाणी	सिंचन पांय	844b4fa37f4146e385d95768fddea93a
8b64d8146b644876883ecfaf06f01646	juvenile stage	किशोरावस्था	बाल अवस्था	36844c947c7d4828bbe1127b98c4a029
3bb4d9e326454974927dee546fa38318	iron	लोह	लोह	4578859ab6b649fb9f852dccc098cffa
